Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas794      Pavarde794     2    8    5    0    6    3    0    2    4    6    6    
Vardas795      Pavarde795     3    1    3    4    3    7    9    9    0    6    3    
Vardas796      Pavarde796     0    6    10   1    9    6    6    10   2    1    6    
Vardas797      Pavarde797     7    8    6    7    1    4    4    2    0    6    5    
Vardas798      Pavarde798     0    6    1    4    0    6    9    6    8    2    4    
Vardas799      Pavarde799     6    8    4    4    4    4    5    10   2    8    5    
Vardas8        Pavarde8       3    3    5    3    6    7    0    6    5    4    4    
Vardas80       Pavarde80      5    0    4    4    5    4    7    4    6    5    1    
Vardas800      Pavarde800     9    9    0    1    1    8    2    1    7    1    0    
Vardas801      Pavarde801     4    5    9    2    3    0    9    8    5    5    8    
Vardas802      Pavarde802     8    6    7    0    0    5    10   8    5    2    7    
Vardas803      Pavarde803     5    1    6    4    9    2    9    6    2    6    9    
Vardas804      Pavarde804     9    4    1    2    2    5    7    2    7    0    2    
Vardas805      Pavarde805     8    6    6    0    9    3    3    0    7    3    1    
Vardas806      Pavarde806     1    4    3    3    7    4    3    5    8    2    2    
Vardas807      Pavarde807     0    3    6    4    9    5    8    4    6    6    6    
Vardas808      Pavarde808     2    10   3    8    6    9    8    8    8    4    6    
Vardas809      Pavarde809     8    5    7    1    7    10   2    6    7    8    2    
Vardas81       Pavarde81      8    9    9    2    0    9    7    5    2    0    1    
Vardas810      Pavarde810     10   8    9    4    1    1    6    9    5    10   9    
Vardas811      Pavarde811     6    2    8    6    4    8    8    10   6    6    10   
Vardas812      Pavarde812     0    5    2    3    5    3    4    9    4    3    5    
Vardas813      Pavarde813     9    7    7    0    10   9    3    8    9    10   2    
Vardas814      Pavarde814     8    8    9    8    5    1    7    4    10   8    3    
Vardas815      Pavarde815     5    10   0    8    6    8    0    0    9    7    2    
Vardas816      Pavarde816     4    4    9    7    6    2    8    4    6    10   6    
Vardas817      Pavarde817     5    9    8    8    0    3    0    0    7    0    3    
Vardas818      Pavarde818     4    3    4    1    5    4    10   5    0    7    8    
Vardas819      Pavarde819     1    0    6    8    4    8    5    8    6    6    2    
Vardas82       Pavarde82      6    5    7    9    7    1    3    5    10   10   0    
Vardas820      Pavarde820     3    10   5    10   6    8    8    9    5    8    4    
Vardas821      Pavarde821     6    4    4    4    4    8    1    10   10   5    9    
Vardas822      Pavarde822     8    4    5    4    5    10   10   0    0    8    6    
Vardas823      Pavarde823     2    3    6    3    5    9    7    9    4    1    1    
Vardas824      Pavarde824     7    2    0    2    1    5    10   8    9    7    2    
Vardas825      Pavarde825     5    3    2    2    7    9    4    1    4    7    3    
Vardas826      Pavarde826     9    9    2    0    10   9    9    1    4    6    7    
Vardas827      Pavarde827     4    7    0    4    3    6    2    9    9    3    4    
Vardas828      Pavarde828     3    9    1    10   3    0    8    7    6    4    1    
Vardas829      Pavarde829     6    7    5    1    1    9    8    3    2    10   7    
Vardas83       Pavarde83      9    9    7    0    9    2    9    3    7    9    0    
Vardas830      Pavarde830     8    6    5    5    0    10   4    1    4    0    0    
Vardas831      Pavarde831     6    1    6    9    3    5    4    6    6    2    10   
Vardas832      Pavarde832     1    5    5    7    5    5    3    10   0    4    0    
Vardas833      Pavarde833     0    2    5    1    1    9    8    2    6    6    7    
Vardas834      Pavarde834     0    10   4    1    5    7    0    9    1    9    8    
Vardas835      Pavarde835     0    10   10   10   9    7    5    10   3    10   1    
Vardas836      Pavarde836     2    2    7    1    5    2    1    0    7    5    5    
Vardas837      Pavarde837     2    5    6    2    5    8    6    0    4    10   3    
Vardas838      Pavarde838     5    8    5    9    5    0    2    1    9    9    9    
Vardas839      Pavarde839     4    1    10   7    6    0    0    2    7    3    1    
Vardas84       Pavarde84      3    9    8    1    4    3    10   4    4    1    4    
Vardas840      Pavarde840     4    5    5    4    9    1    5    0    4    2    9    
Vardas841      Pavarde841     4    8    6    8    5    9    0    0    5    5    1    
Vardas842      Pavarde842     7    5    9    4    8    3    1    0    1    5    2    
Vardas843      Pavarde843     7    3    0    1    2    9    9    10   5    0    7    
Vardas844      Pavarde844     2    2    7    5    2    4    8    4    4    6    7    
Vardas845      Pavarde845     2    2    4    7    3    3    5    3    3    9    6    
Vardas846      Pavarde846     9    5    6    1    3    9    9    10   4    5    10   
Vardas847      Pavarde847     3    2    4    2    10   5    5    8    5    4    6    
Vardas848      Pavarde848     8    4    8    8    9    0    7    4    7    5    2    
Vardas849      Pavarde849     5    3    2    0    10   2    10   7    1    9    2    
Vardas85       Pavarde85      10   5    0    6    8    8    8    10   5    3    3    
Vardas850      Pavarde850     4    3    9    3    4    10   0    3    8    10   0    
Vardas851      Pavarde851     1    8    4    9    8    9    4    7    5    5    10   
Vardas852      Pavarde852     2    0    5    1    7    5    5    6    9    8    0    
Vardas853      Pavarde853     4    8    7    10   10   8    9    6    8    10   7    
Vardas854      Pavarde854     4    5    0    4    6    3    3    2    2    7    4    
Vardas855      Pavarde855     4    1    10   1    1    2    4    2    6    3    2    
Vardas856      Pavarde856     9    6    1    1    9    4    8    10   7    7    8    
Vardas857      Pavarde857     2    8    4    0    2    2    5    9    4    0    3    
Vardas858      Pavarde858     4    10   8    0    6    2    9    1    0    0    9    
Vardas859      Pavarde859     5    8    8    5    6    9    2    5    8    6    4    
Vardas86       Pavarde86      2    8    6    8    7    3    9    8    3    5    7    
Vardas860      Pavarde860     3    7    6    7    1    2    7    9    8    5    5    
Vardas861      Pavarde861     7    8    7    3    5    6    3    5    9    9    0    
Vardas862      Pavarde862     1    4    9    9    3    5    8    3    0    4    3    
Vardas863      Pavarde863     9    1    1    10   2    6    5    9    9    2    2    
Vardas864      Pavarde864     2    1    9    1    1    8    2    7    10   3    6    
Vardas865      Pavarde865     7    0    4    3    2    4    6    6    4    5    1    
Vardas866      Pavarde866     5    7    8    10   9    7    5    1    10   6    10   
Vardas867      Pavarde867     2    7    0    9    2    2    3    10   3    4    10   
Vardas868      Pavarde868     4    0    5    8    0    4    5    8    0    10   10   
Vardas869      Pavarde869     4    1    1    0    9    7    2    8    5    9    8    
Vardas87       Pavarde87      8    3    2    4    7    5    7    6    2    6    7    
Vardas870      Pavarde870     8    6    9    6    7    3    5    8    0    8    5    
Vardas871      Pavarde871     0    3    7    1    10   6    2    6    8    5    2    
Vardas872      Pavarde872     2    8    6    10   1    0    4    6    8    8    9    
Vardas873      Pavarde873     4    0    6    9    2    2    7    1    3    5    3    
Vardas874      Pavarde874     4    5    7    5    7    7    9    4    8    9    10   
Vardas875      Pavarde875     10   1    0    8    10   9    3    9    9    5    3    
Vardas876      Pavarde876     4    2    1    2    6    10   1    0    9    3    8    
Vardas877      Pavarde877     10   1    3    4    8    1    3    6    6    3    9    
Vardas878      Pavarde878     9    0    10   0    8    7    9    6    10   5    3    
Vardas879      Pavarde879     10   4    10   5    6    7    9    3    3    6    2    
Vardas88       Pavarde88      10   6    5    8    0    3    8    7    2    2    1    
Vardas880      Pavarde880     7    1    2    9    9    10   4    4    9    2    3    
Vardas881      Pavarde881     10   5    1    9    4    7    2    0    3    5    8    
Vardas882      Pavarde882     0    7    8    7    8    9    10   8    9    2    4    
Vardas883      Pavarde883     3    2    10   4    9    5    10   2    2    10   10   
Vardas884      Pavarde884     9    7    4    10   4    3    9    2    4    2    2    
Vardas885      Pavarde885     8    2    1    7    5    4    6    2    9    4    4    
Vardas886      Pavarde886     10   6    6    5    9    3    2    7    1    6    5    
Vardas887      Pavarde887     10   6    8    10   3    0    6    7    8    2    10   
Vardas888      Pavarde888     9    8    2    7    1    0    0    4    2    4    8    
Vardas889      Pavarde889     1    4    0    5    0    7    6    6    9    2    2    
Vardas89       Pavarde89      10   3    10   2    8    9    2    5    8    8    3    
Vardas890      Pavarde890     7    7    5    4    9    7    6    8    5    1    9    
Vardas891      Pavarde891     0    0    0    5    3    4    9    1    10   1    6    
Vardas892      Pavarde892     4    0    3    8    8    8    3    7    9    8    8    
Vardas893      Pavarde893     5    0    9    3    6    4    10   3    8    3    8    
Vardas894      Pavarde894     6    0    8    1    3    7    0    9    10   7    9    
Vardas895      Pavarde895     10   0    5    7    6    3    3    5    3    10   6    
Vardas896      Pavarde896     4    9    1    1    8    8    3    9    7    6    0    
Vardas897      Pavarde897     4    0    10   3    10   5    2    1    10   0    9    
Vardas898      Pavarde898     1    8    6    5    5    3    4    10   6    4    0    
Vardas899      Pavarde899     8    9    2    1    2    10   2    8    10   3    3    
Vardas9        Pavarde9       4    0    1    5    4    3    2    8    1    4    9    
Vardas90       Pavarde90      5    7    4    8    1    2    0    10   8    2    1    
Vardas900      Pavarde900     9    6    3    3    3    5    2    2    2    8    0    
Vardas901      Pavarde901     7    9    0    5    10   10   8    0    2    0    3    
Vardas902      Pavarde902     0    7    3    2    10   1    0    4    9    8    8    
Vardas903      Pavarde903     1    3    2    3    9    5    3    5    4    8    5    
Vardas904      Pavarde904     4    10   3    0    3    2    7    2    7    5    0    
Vardas905      Pavarde905     10   0    0    6    6    7    8    5    5    8    7    
Vardas906      Pavarde906     0    5    9    3    7    2    6    6    2    2    4    
Vardas907      Pavarde907     6    10   2    9    8    2    9    9    0    1    1    
Vardas908      Pavarde908     0    6    4    6    1    8    7    8    0    8    1    
Vardas909      Pavarde909     5    7    9    8    7    7    1    1    1    1    1    
Vardas91       Pavarde91      10   1    9    9    0    6    4    6    4    2    0    
Vardas910      Pavarde910     2    5    6    5    9    7    7    6    4    3    4    
Vardas911      Pavarde911     10   5    3    3    7    5    4    5    8    1    7    
Vardas912      Pavarde912     4    5    0    5    6    4    9    6    8    0    3    
Vardas913      Pavarde913     9    0    9    1    1    5    5    9    3    9    8    
Vardas914      Pavarde914     0    6    0    0    3    1    10   9    5    3    4    
Vardas915      Pavarde915     7    5    9    1    6    9    7    0    0    0    0    
Vardas916      Pavarde916     4    10   8    0    8    7    0    3    10   8    10   
Vardas917      Pavarde917     5    0    6    10   7    7    2    4    6    5    10   
Vardas918      Pavarde918     6    10   5    9    8    2    8    8    6    9    2    
Vardas919      Pavarde919     10   6    6    8    8    1    1    4    3    8    6    
Vardas92       Pavarde92      8    2    4    0    4    1    10   8    5    5    7    
Vardas920      Pavarde920     7    9    8    7    2    5    1    10   2    7    7    
Vardas921      Pavarde921     1    7    3    1    10   4    10   0    0    4    1    
Vardas922      Pavarde922     9    10   7    7    8    7    10   3    10   9    7    
Vardas923      Pavarde923     5    5    4    1    7    5    6    0    3    10   6    
Vardas924      Pavarde924     3    7    6    2    7    0    0    3    2    1    10   
Vardas925      Pavarde925     8    7    10   4    9    8    2    8    9    10   2    
Vardas926      Pavarde926     10   2    1    2    7    9    2    10   5    1    4    
Vardas927      Pavarde927     2    5    8    9    10   1    7    0    1    10   5    
Vardas928      Pavarde928     8    6    2    5    8    6    7    5    0    4    2    
Vardas929      Pavarde929     9    2    6    2    7    1    7    1    3    4    10   
Vardas93       Pavarde93      10   5    10   8    2    9    7    0    9    4    0    
Vardas930      Pavarde930     7    10   8    2    4    2    5    9    8    10   6    
Vardas931      Pavarde931     10   4    8    9    6    8    7    9    10   4    2    
Vardas932      Pavarde932     9    5    0    8    8    9    1    9    1    8    6    
Vardas933      Pavarde933     4    9    4    0    0    0    5    0    9    10   9    
Vardas934      Pavarde934     4    2    9    2    5    10   5    0    4    9    8    
Vardas935      Pavarde935     0    0    3    5    5    9    8    5    2    5    2    
Vardas936      Pavarde936     7    9    1    0    5    6    8    0    8    6    8    
Vardas937      Pavarde937     5    0    1    0    5    0    3    3    1    2    4    
Vardas938      Pavarde938     6    3    9    3    5    8    1    6    4    4    4    
Vardas939      Pavarde939     3    8    4    3    5    3    0    6    7    4    9    
Vardas94       Pavarde94      3    3    9    5    1    3    1    7    7    7    0    
Vardas940      Pavarde940     6    4    9    1    8    4    0    7    10   9    8    
Vardas941      Pavarde941     6    4    1    5    0    9    10   7    3    8    1    
Vardas942      Pavarde942     8    10   1    10   2    3    7    5    5    8    2    
Vardas943      Pavarde943     0    10   5    5    3    8    5    1    8    6    10   
Vardas944      Pavarde944     4    7    1    1    8    6    4    6    1    6    8    
Vardas945      Pavarde945     9    1    3    1    9    1    5    6    2    0    2    
Vardas946      Pavarde946     10   7    5    7    1    3    1    9    10   3    9    
Vardas947      Pavarde947     2    10   8    8    1    4    9    10   8    0    7    
Vardas948      Pavarde948     7    4    6    3    2    2    5    8    2    4    2    
Vardas949      Pavarde949     4    4    9    2    3    6    0    9    10   3    1    
Vardas95       Pavarde95      5    1    6    3    2    4    6    3    5    8    3    
Vardas950      Pavarde950     1    7    5    8    0    7    4    5    10   6    5    
Vardas951      Pavarde951     3    6    9    2    8    8    4    1    1    10   1    
Vardas952      Pavarde952     7    5    8    8    2    5    8    3    0    9    1    
Vardas953      Pavarde953     3    1    4    3    5    1    6    1    10   2    1    
Vardas954      Pavarde954     2    0    8    7    10   1    9    5    2    0    1    
Vardas955      Pavarde955     9    0    1    1    2    3    1    3    4    9    10   
Vardas956      Pavarde956     2    0    1    2    9    1    4    3    6    8    10   
Vardas957      Pavarde957     5    4    3    0    7    4    7    8    9    8    6    
Vardas958      Pavarde958     4    8    6    2    1    7    1    3    1    10   5    
Vardas959      Pavarde959     0    1    4    10   4    4    9    6    1    6    5    
Vardas96       Pavarde96      0    10   2    1    4    10   5    3    1    5    1    
Vardas960      Pavarde960     7    7    6    1    7    0    0    10   1    9    6    
Vardas961      Pavarde961     6    1    4    5    4    2    6    10   3    4    1    
Vardas962      Pavarde962     5    0    5    2    2    3    10   0    7    7    5    
Vardas963      Pavarde963     0    5    4    6    8    9    3    10   1    0    10   
Vardas964      Pavarde964     2    6    4    2    9    8    7    8    1    10   8    
Vardas965      Pavarde965     10   2    7    9    7    0    7    6    5    4    4    
Vardas966      Pavarde966     7    8    3    2    0    7    9    7    8    4    5    
Vardas967      Pavarde967     10   9    3    3    10   8    9    7    4    8    2    
Vardas968      Pavarde968     1    4    1    6    8    7    10   9    7    0    6    
Vardas969      Pavarde969     5    1    9    10   2    9    5    3    6    8    5    
Vardas97       Pavarde97      1    0    4    5    9    6    3    1    1    0    10   
Vardas970      Pavarde970     2    10   10   6    1    8    0    10   0    6    3    
Vardas971      Pavarde971     0    7    3    2    3    2    9    0    8    5    3    
Vardas972      Pavarde972     2    8    6    6    9    1    1    7    0    2    9    
Vardas973      Pavarde973     5    10   1    4    1    6    1    7    2    7    5    
Vardas974      Pavarde974     2    2    5    9    4    1    1    10   4    6    4    
Vardas975      Pavarde975     2    8    10   4    10   9    7    7    2    6    1    
Vardas976      Pavarde976     6    2    3    1    5    10   10   8    6    8    6    
Vardas977      Pavarde977     8    2    8    5    0    7    3    4    3    10   10   
Vardas978      Pavarde978     1    0    4    3    5    5    0    3    5    2    8    
Vardas979      Pavarde979     10   3    2    6    6    9    5    5    8    3    7    
Vardas98       Pavarde98      7    2    0    8    5    4    3    6    0    9    5    
Vardas980      Pavarde980     7    0    7    4    7    3    8    4    1    9    3    
Vardas981      Pavarde981     1    3    4    5    3    8    0    9    5    3    1    
Vardas982      Pavarde982     9    4    6    6    8    2    0    0    3    0    6    
Vardas983      Pavarde983     5    1    3    2    9    4    8    7    1    4    1    
Vardas984      Pavarde984     8    4    1    3    10   5    5    4    1    8    0    
Vardas985      Pavarde985     9    1    1    9    9    9    5    5    1    9    3    
Vardas986      Pavarde986     8    10   9    1    8    7    3    8    3    0    1    
Vardas987      Pavarde987     2    1    10   5    9    0    7    10   0    5    7    
Vardas988      Pavarde988     9    10   0    1    7    5    5    10   7    0    10   
Vardas989      Pavarde989     1    3    10   1    7    1    5    3    5    4    2    
Vardas99       Pavarde99      2    7    8    0    9    4    2    1    3    9    0    
Vardas990      Pavarde990     3    6    8    4    7    7    5    7    5    6    0    
Vardas991      Pavarde991     5    6    6    7    8    8    4    9    8    5    4    
Vardas992      Pavarde992     9    3    1    6    10   3    9    3    8    5    5    
Vardas993      Pavarde993     1    2    6    4    9    0    0    1    0    4    5    
Vardas994      Pavarde994     5    4    3    5    2    9    3    1    8    5    9    
Vardas995      Pavarde995     6    4    6    8    6    7    9    6    2    1    5    
Vardas996      Pavarde996     0    1    8    7    6    10   6    9    4    6    1    
Vardas997      Pavarde997     9    4    10   8    10   2    0    8    1    2    10   
Vardas998      Pavarde998     4    3    5    6    10   0    4    0    1    9    1    
Vardas999      Pavarde999     3    0    9    2    3    9    3    0    10   7    6    
